date,state,district,piped_water,sanitation,electricity
2016-01-01,Selangor,Sabak Bernam,100.0,100.0,100.0
2019-01-01,Selangor,Sabak Bernam,100.0,100.0,100.0
2022-01-01,Selangor,Sabak Bernam,100.0,100.0,100.0
2016-01-01,Selangor,Sepang,100.0,100.0,100.0
2019-01-01,Selangor,Sepang,100.0,100.0,100.0
2022-01-01,Selangor,Sepang,100.0,100.0,100.0
2016-01-01,Terengganu,All Districts,96.0,99.96,100.0
2019-01-01,Terengganu,All Districts,96.2,100.0,100.0
2022-01-01,Terengganu,All Districts,98.5,100.0,98.5
2016-01-01,Terengganu,Besut,95.5,100.0,100.0
2019-01-01,Terengganu,Besut,83.4,100.0,100.0
2022-01-01,Terengganu,Besut,93.8,100.0,100.0
2016-01-01,Terengganu,Dungun,94.7,100.0,100.0
2019-01-01,Terengganu,Dungun,98.1,100.0,100.0
2022-01-01,Terengganu,Dungun,99.4,100.0,100.0
2016-01-01,Terengganu,Hulu Terengganu,98.0,100.0,100.0
2019-01-01,Terengganu,Hulu Terengganu,99.2,100.0,100.0
2022-01-01,Terengganu,Hulu Terengganu,99.4,100.0,100.0
2016-01-01,Terengganu,Kemaman,99.7,99.8,100.0
2019-01-01,Terengganu,Kemaman,99.8,100.0,100.0
2022-01-01,Terengganu,Kemaman,100.0,100.0,100.0
2019-01-01,Terengganu,Kuala Nerus,96.2,100.0,100.0
2022-01-01,Terengganu,Kuala Nerus,99.4,100.0,100.0
2016-01-01,Terengganu,Kuala Terengganu,95.7,100.0,100.0
2019-01-01,Terengganu,Kuala Terengganu,97.9,100.0,100.0
2022-01-01,Terengganu,Kuala Terengganu,98.6,100.0,100.0
2016-01-01,Terengganu,Marang,94.4,100.0,100.0
2019-01-01,Terengganu,Marang,97.3,100.0,100.0
2022-01-01,Terengganu,Marang,99.4,100.0,100.0
2016-01-01,Terengganu,Setiu,89.1,100.0,100.0
2019-01-01,Terengganu,Setiu,98.5,100.0,100.0
2022-01-01,Terengganu,Setiu,97.2,100.0,100.0
2016-01-01,W.P. Kuala Lumpur,W.P. Kuala Lumpur,100.0,100.0,100.0
2019-01-01,W.P. Kuala Lumpur,W.P. Kuala Lumpur,100.0,100.0,100.0
2022-01-01,W.P. Kuala Lumpur,W.P. Kuala Lumpur,100.0,100.0,100.0
2016-01-01,W.P. Labuan,W.P. Labuan,98.5,99.6,100.0
2019-01-01,W.P. Labuan,W.P. Labuan,100.0,99.26,100.0
2022-01-01,W.P. Labuan,W.P. Labuan,100.0,100.0,100.0
2016-01-01,W.P. Putrajaya,W.P. Putrajaya,100.0,100.0,100.0
2019-01-01,W.P. Putrajaya,W.P. Putrajaya,100.0,100.0,100.0
2022-01-01,W.P. Putrajaya,W.P. Putrajaya,100.0,100.0,100.0
